frame id             deadline             render time          tiles_quality       
21                   1712216602147        1712216602147        29_2,30_2,31_2,32_2,41_2,42_2,43_2,44_2,53_2,54_2,55_2,56_2,65_2,66_2,67_2,68_2,77_2,78_2,79_2,80_2,89_2,90_2,91_2,92_2,101_2,102_2,103_2,104_2,113_2,114_2,115_2,116_2
22                   1712216602187        1712216602187        29_2,30_2,31_2,32_2,41_2,42_2,43_2,44_2,53_2,54_2,55_2,56_2,65_2,66_2,67_2,68_2,77_2,78_2,79_2,80_2,89_2,90_2,91_2,92_2,101_2,102_2,103_2,104_2,113_2,114_2,115_2,116_2
23                   1712216602227        1712216602227        29_2,30_2,31_2,32_2,41_2,42_2,43_2,44_2,53_2,54_2,55_2,56_2,65_2,66_2,67_2,68_2,77_2,78_2,79_2,80_2,89_2,90_2,91_2,92_2,101_2,102_2,103_2,104_2,113_2,114_2,115_2,116_2
24                   1712216602267        1712216602267        29_2,30_2,31_2,32_2,41_2,42_2,43_2,44_2,53_2,54_2,55_2,56_2,65_2,66_2,67_2,68_2,77_2,78_2,79_2,80_2,89_2,90_2,91_2,92_2,101_2,102_2,103_2,104_2,113_2,114_2,115_2,116_2
25                   1712216602307        1712216602307        29_2,30_2,31_2,32_2,41_2,42_2,43_2,44_2,53_2,54_2,55_2,56_2,65_2,66_2,67_2,68_2,77_2,78_2,79_2,80_2,89_2,90_2,91_2,92_2,101_2,102_2,103_2,104_2,113_2,114_2,115_2,116_2
26                   1712216602347        1712216602347        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
27                   1712216602387        1712216602387        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
28                   1712216602427        1712216602427        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
29                   1712216602467        1712216602467        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
30                   1712216602507        1712216602507        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
31                   1712216602547        1712216602547        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
32                   1712216602587        1712216602587        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
33                   1712216602627        1712216602627        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
34                   1712216602667        1712216602667        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
35                   1712216602707        1712216602707        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
36                   1712216602747        1712216602747        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
37                   1712216602787        1712216602787        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
38                   1712216602827        1712216602827        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
39                   1712216602867        1712216602867        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
40                   1712216602907        1712216602907        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
41                   1712216602947        1712216602947        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
42                   1712216602987        1712216602987        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
43                   1712216603027        1712216603027        29_5,30_5,31_5,32_5,41_5,42_5,43_5,44_5,53_5,54_5,55_5,56_5,65_5,66_5,67_5,68_5,77_5,78_5,79_5,80_5,89_5,90_5,91_5,92_5,101_5,102_5,103_5,104_5,113_5,114_5,115_5,116_5
44                   1712216603067        1712216603067        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
45                   1712216603107        1712216603107        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
46                   1712216603147        1712216603147        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
47                   1712216603187        1712216603187        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
48                   1712216603227        1712216603227        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
49                   1712216603267        1712216603267        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
50                   1712216603307        1712216603307        28_0,29_5,30_5,31_5,32_5,40_0,41_5,42_5,43_5,44_5,52_0,53_5,54_5,55_5,56_5,64_0,65_5,66_5,67_5,68_5,76_0,77_5,78_5,79_5,80_5,88_0,89_5,90_5,91_5,92_5,100_0,101_5,102_5,103_5,104_5,112_0,113_5,114_5,115_5,116_5
51                   1712216603347        1712216603347        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
52                   1712216603387        1712216603387        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
53                   1712216603427        1712216603427        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
54                   1712216603467        1712216603467        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
55                   1712216603507        1712216603507        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
56                   1712216603547        1712216603547        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
57                   1712216603587        1712216603587        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
58                   1712216603627        1712216603627        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
59                   1712216603667        1712216603667        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
60                   1712216603707        1712216603707        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
61                   1712216603747        1712216603747        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
62                   1712216603787        1712216603787        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_0,52_5,53_5,54_5,55_0,64_5,65_5,66_5,67_0,76_5,77_5,78_5,79_0,88_5,89_5,90_5,91_0,100_5,101_5,102_5,103_0,112_5,113_5,114_5,115_0
63                   1712216603827        1712216603827        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_0,44_0,52_5,53_5,54_5,55_0,56_0,64_5,65_5,66_5,67_0,68_0,76_5,77_5,78_5,79_0,80_0,88_5,89_5,90_5,91_0,92_0,100_5,101_5,102_5,103_0,104_0,112_5,113_5,114_5,115_0,116_0
64                   1712216603867        1712216603867        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_0,44_0,52_5,53_5,54_5,55_0,56_0,64_5,65_5,66_5,67_0,68_0,76_5,77_5,78_5,79_0,80_0,88_5,89_5,90_5,91_0,92_0,100_5,101_5,102_5,103_0,104_0,112_5,113_5,114_5,115_0,116_0
65                   1712216603907        1712216603907        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_0,44_0,52_5,53_5,54_5,55_0,56_0,64_5,65_5,66_5,67_0,68_0,76_5,77_5,78_5,79_0,80_0,88_5,89_5,90_5,91_0,92_0,100_5,101_5,102_5,103_0,104_0,112_5,113_5,114_5,115_0,116_0
66                   1712216603947        1712216603947        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_0,44_0,52_5,53_5,54_5,55_0,56_0,64_5,65_5,66_5,67_0,68_0,76_5,77_5,78_5,79_0,80_0,88_5,89_5,90_5,91_0,92_0,100_5,101_5,102_5,103_0,104_0,112_5,113_5,114_5,115_0,116_0
67                   1712216603987        1712216603987        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
68                   1712216604027        1712216604027        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
69                   1712216604067        1712216604067        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
70                   1712216604107        1712216604107        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
71                   1712216604147        1712216604147        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
72                   1712216604187        1712216604187        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
73                   1712216604227        1712216604227        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
74                   1712216604267        1712216604267        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
75                   1712216604307        1712216604307        29_0,30_0,31_0,32_0,41_5,42_5,43_0,44_0,53_5,54_5,55_0,56_0,65_5,66_5,67_0,68_0,77_5,78_5,79_0,80_0,89_5,90_5,91_0,92_0,101_5,102_5,103_0,104_0,113_5,114_5,115_0,116_0
76                   1712216604347        1712216604347        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
77                   1712216604387        1712216604387        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
78                   1712216604427        1712216604427        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
79                   1712216604467        1712216604467        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
80                   1712216604507        1712216604507        29_0,30_0,31_0,32_0,33_0,41_5,42_5,43_5,44_0,45_0,53_5,54_5,55_5,56_0,57_0,65_5,66_5,67_5,68_0,69_0,77_5,78_5,79_5,80_0,81_0,89_5,90_5,91_5,92_0,93_0,101_5,102_5,103_5,104_0,105_0,113_5,114_5,115_5,116_0,117_0
81                   1712216604547        1712216604547        29_0,30_0,31_0,32_0,33_0,41_5,42_5,43_5,44_0,45_0,53_5,54_5,55_5,56_0,57_0,65_5,66_5,67_5,68_0,69_0,77_5,78_5,79_5,80_0,81_0,89_5,90_5,91_5,92_0,93_0,101_5,102_5,103_5,104_0,105_0,113_5,114_5,115_5,116_0,117_0
82                   1712216604587        1712216604587        29_0,30_0,31_0,32_0,33_0,41_5,42_5,43_5,44_0,45_0,53_5,54_5,55_5,56_0,57_0,65_5,66_5,67_5,68_0,69_0,77_5,78_5,79_5,80_0,81_0,89_5,90_5,91_5,92_0,93_0,101_5,102_5,103_5,104_0,105_0,113_5,114_5,115_5,116_0,117_0
83                   1712216604627        1712216604627        29_0,30_0,31_0,32_0,33_0,41_5,42_5,43_5,44_0,45_0,53_5,54_5,55_5,56_0,57_0,65_5,66_5,67_5,68_0,69_0,77_5,78_5,79_5,80_0,81_0,89_5,90_5,91_5,92_0,93_0,101_5,102_5,103_5,104_0,105_0,113_5,114_5,115_5,116_0,117_0
84                   1712216604667        1712216604667        29_0,30_0,31_0,32_0,33_0,41_5,42_5,43_5,44_0,45_0,53_5,54_5,55_5,56_0,57_0,65_5,66_5,67_5,68_0,69_0,77_5,78_5,79_5,80_0,81_0,89_5,90_5,91_5,92_0,93_0,101_5,102_5,103_5,104_0,105_0,113_5,114_5,115_5,116_0,117_0
85                   1712216604707        1712216604707        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
86                   1712216604747        1712216604747        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
87                   1712216604787        1712216604787        29_0,30_0,31_0,32_0,41_5,42_5,43_5,44_0,53_5,54_5,55_5,56_0,65_5,66_5,67_5,68_0,77_5,78_5,79_5,80_0,89_5,90_5,91_5,92_0,101_5,102_5,103_5,104_0,113_5,114_5,115_5,116_0
88                   1712216604827        1712216604827        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_5,44_0,52_5,53_5,54_5,55_5,56_0,64_5,65_5,66_5,67_5,68_0,76_5,77_5,78_5,79_5,80_0,88_5,89_5,90_5,91_5,92_0,100_5,101_5,102_5,103_5,104_0,112_5,113_5,114_5,115_5,116_0
89                   1712216604867        1712216604867        28_0,29_0,30_0,31_0,32_0,40_5,41_5,42_5,43_5,44_0,52_5,53_5,54_5,55_5,56_0,64_5,65_5,66_5,67_5,68_0,76_5,77_5,78_5,79_5,80_0,88_5,89_5,90_5,91_5,92_0,100_5,101_5,102_5,103_5,104_0,112_5,113_5,114_5,115_5,116_0
90                   1712216604907        1712216604907        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_5,52_5,53_5,54_5,55_5,64_5,65_5,66_5,67_5,76_5,77_5,78_5,79_5,88_5,89_5,90_5,91_5,100_5,101_5,102_5,103_5,112_5,113_5,114_5,115_5
91                   1712216604947        1712216604947        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_5,52_5,53_5,54_5,55_5,64_5,65_5,66_5,67_5,76_5,77_5,78_5,79_5,88_5,89_5,90_5,91_5,100_5,101_5,102_5,103_5,112_5,113_5,114_5,115_5
92                   1712216604987        1712216604987        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_5,52_5,53_5,54_5,55_5,64_5,65_5,66_5,67_5,76_5,77_5,78_5,79_5,88_5,89_5,90_5,91_5,100_5,101_5,102_5,103_5,112_5,113_5,114_5,115_5
93                   1712216605027        1712216605027        28_0,29_0,30_0,31_0,40_5,41_5,42_5,43_5,52_5,53_5,54_5,55_5,64_5,65_5,66_5,67_5,76_5,77_5,78_5,79_5,88_5,89_5,90_5,91_5,100_5,101_5,102_5,103_5,112_5,113_5,114_5,115_5
